,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,City_n,Education_n,Occupation_n,Gender_n,MaritalStatus_n,BikeBuyer
13827,0,0,0,0,30921,49.31,144,0,2,1,1,1
13828,1,1,1,1,77133,50.46,100,2,0,0,1,1
13829,1,2,0,2,59665,48.66,155,3,1,0,0,1
13830,0,1,0,0,33661,49.44,68,2,2,1,1,0
13831,1,1,0,0,35126,46.43,88,1,2,1,1,0
13832,1,1,0,0,59675,58.54,20,3,1,0,1,1
13833,1,1,0,0,51138,48.12,30,2,1,1,1,0
13834,1,2,0,1,104879,51.95,129,1,3,1,0,0
13835,1,1,0,2,60530,49.02,3,0,1,1,0,0
13836,1,1,1,2,86113,53.19,39,1,0,0,0,1
13837,0,2,0,0,54810,51.85,98,0,1,1,1,0
13838,0,1,0,0,86194,50.0,132,1,0,0,0,1
13839,0,2,0,0,57832,48.48,137,4,1,1,1,0
13840,0,0,0,0,26395,46.85,61,0,2,0,1,0
13841,0,2,0,1,53294,48.11,38,3,1,0,0,1
13842,1,1,1,2,54837,56.47,52,2,1,0,0,1
13843,1,2,1,2,78979,51.94,1,1,0,1,0,1
13844,1,1,1,2,60802,50.61,161,1,1,0,0,1
13845,0,0,0,0,84010,59.72,53,2,0,0,1,0
13846,0,2,0,0,78029,50.83,189,0,0,0,1,1
13847,1,0,0,0,108549,51.44,209,1,3,1,1,1
13848,1,1,0,2,52982,48.84,161,4,1,1,0,0
13849,1,1,0,2,85472,58.92,44,4,0,0,0,1
13850,0,0,0,0,33668,49.11,104,1,2,0,1,1
13851,0,2,0,0,110482,50.45,101,0,3,1,1,0
13852,1,1,0,2,113160,51.64,150,0,3,0,0,0
13853,0,2,0,0,60681,48.61,128,2,1,0,1,1
13854,1,1,0,1,54469,50.57,150,3,1,1,1,0
13855,0,2,0,0,86849,50.89,93,0,0,1,0,0
13856,1,2,0,1,60615,51.23,42,0,1,0,0,1
13857,1,2,1,2,106305,52.86,106,1,3,1,0,1
13858,1,2,1,2,58269,60.43,116,0,1,0,0,1
13859,1,0,0,1,136260,52.11,89,4,4,0,1,0
13860,0,1,0,0,60379,51.07,64,1,1,0,1,0
13861,1,1,0,0,52915,52.12,185,2,1,0,1,0
13862,1,2,0,0,135701,52.29,99,4,4,1,1,0
13863,1,1,0,0,27765,48.39,107,1,2,1,1,0
13864,1,1,1,2,55932,47.85,107,0,1,1,0,1
13865,0,0,0,1,55407,47.8,119,0,1,0,0,1
13866,0,1,0,0,29506,48.74,74,2,2,0,1,0
13867,1,0,1,1,86433,55.83,61,1,0,0,0,1
13868,0,1,2,2,30480,50.28,33,2,2,0,0,1
13869,0,1,0,0,77784,49.76,126,1,0,0,0,1
13870,1,1,1,2,62071,53.46,30,2,1,1,0,1
13871,1,3,1,2,102856,52.79,143,0,3,1,0,1
13872,1,1,0,0,111252,52.08,142,0,3,0,0,0
13873,0,1,0,0,111702,54.86,88,0,3,0,1,0
13874,1,0,0,1,28111,50.76,54,2,2,0,0,0
13875,1,2,1,2,102191,64.06,54,1,3,0,0,1
13876,1,0,0,1,112373,52.16,197,0,3,0,0,1
13877,0,1,0,0,56064,50.85,59,0,1,0,1,0
13878,1,1,0,0,111628,57.98,131,0,3,0,1,0
13879,1,3,2,2,108214,55.52,219,1,3,1,0,1
13880,1,2,0,0,110803,51.16,6,4,3,1,0,1
13881,1,3,1,2,107727,54.33,180,0,3,1,0,1
13882,1,3,1,2,128309,53.3,31,4,4,1,0,1
13883,1,1,1,2,51760,50.13,95,1,1,1,0,1
13884,0,1,0,0,56886,50.83,186,3,1,1,1,0
13885,1,0,0,2,30334,49.5,185,3,2,0,0,0
13886,1,1,0,2,57563,48.35,261,2,1,1,0,0
13887,1,3,0,0,111497,51.85,82,4,3,1,0,0
13888,1,2,0,1,59274,53.27,176,0,1,0,0,1
13889,1,1,1,2,60272,52.36,91,1,1,0,0,0
13890,0,1,0,0,57649,50.26,183,2,1,0,1,1
13891,1,1,1,2,53642,50.54,7,3,1,1,0,0
13892,0,1,0,1,35743,46.02,165,2,2,0,0,0
13893,0,0,0,0,61782,53.91,218,2,1,0,1,1
13894,0,2,0,0,54483,47.9,29,2,1,0,0,1
13895,1,1,0,1,52751,48.72,71,2,1,1,0,1
13896,1,2,0,0,130243,56.85,55,0,4,1,1,0
13897,1,2,0,0,135220,60.42,127,0,4,0,1,1
13898,1,2,1,2,79536,53.52,161,1,0,1,0,1
13899,1,3,0,0,131595,55.56,65,4,4,1,1,1
13900,0,2,0,1,58902,47.89,56,4,1,0,0,0
13901,1,3,2,2,78682,54.48,126,0,0,0,0,1
13902,1,1,0,3,26679,45.42,42,4,2,1,0,0
13903,1,2,1,2,82162,51.07,177,1,0,1,0,1
13904,1,2,0,0,135766,52.08,180,0,4,1,0,1
13905,0,1,0,0,78909,53.13,135,2,0,0,1,1
13906,1,1,1,2,55877,51.35,50,1,1,1,0,0
13907,0,2,0,0,80598,50.57,124,2,0,0,0,1
13908,1,2,1,2,54301,49.82,203,2,1,1,0,1
13909,1,1,1,2,138047,52.55,22,0,4,1,0,1
13910,1,0,0,0,58682,55.58,131,1,1,0,1,0
13911,1,2,1,2,136739,53.48,85,4,4,1,0,1
13912,0,3,0,0,83209,51.05,203,0,0,1,1,0
13913,0,1,0,0,56999,52.77,65,2,1,1,1,0
13914,0,0,2,2,55101,48.42,115,0,1,1,0,1
13915,0,0,0,0,34236,46.54,131,1,2,0,1,0
13916,1,3,0,1,84089,58.11,82,0,0,0,0,0
13917,1,1,1,1,36356,49.1,39,2,2,1,1,0
13918,1,0,0,2,28248,45.32,103,2,2,1,0,0
13919,1,3,1,1,83000,59.58,178,0,0,0,0,1
13920,0,1,0,0,29519,49.81,84,2,2,0,1,0
13921,1,3,1,2,132568,58.75,136,0,4,0,0,1
13922,1,1,0,2,28813,45.62,80,2,2,1,0,0
13923,0,3,0,0,80447,52.51,178,2,0,1,1,0
13924,1,1,1,2,81186,52.86,154,0,0,1,0,1
13925,0,1,0,0,59984,50.68,155,1,1,1,1,0
13926,1,2,0,0,112946,53.98,100,0,3,0,0,1
13927,1,1,2,2,106338,55.68,189,1,3,1,0,0
13928,1,2,0,0,128124,55.68,132,4,4,1,1,0
13929,1,0,1,1,33344,48.84,81,1,2,0,0,1
13930,0,3,0,0,80244,54.44,205,4,0,1,1,1
13931,0,2,0,0,54540,50.12,39,1,1,0,1,0
13932,1,3,1,2,80087,52.46,107,0,0,1,0,1
13933,1,2,0,2,81003,58.14,129,0,0,0,0,1
13934,1,2,0,2,55980,57.06,30,1,1,0,0,1
13935,0,0,0,0,53047,48.19,215,2,1,1,1,1
13936,1,1,0,2,35333,50.36,91,1,2,0,0,0
13937,0,0,0,0,109485,53.34,198,1,3,1,1,1
13938,1,1,1,2,31991,47.79,92,3,2,0,0,0
13939,0,1,0,0,55852,57.95,73,2,1,0,1,1
13940,1,2,0,1,79436,54.23,79,4,0,0,0,1
13941,1,2,0,0,84560,51.61,5,1,0,1,1,1
13942,1,0,0,1,51656,48.59,173,2,1,1,1,1
13943,1,0,1,2,34177,46.04,135,3,2,1,0,0
13944,1,2,1,2,61632,51.66,194,4,1,1,0,1
13945,1,2,0,0,103330,53.73,55,0,3,0,1,1
13946,1,2,0,0,133463,53.99,42,4,4,1,1,1
13947,1,3,1,2,108512,54.16,98,0,3,1,0,1
13948,0,1,0,0,59017,57.08,116,0,1,0,1,1
13949,1,2,0,1,51360,48.58,202,2,1,1,0,0
13950,1,2,1,2,136975,52.72,158,4,4,0,0,1
13951,0,1,0,0,25799,46.38,118,3,2,0,1,0
13952,1,2,1,1,59056,56.07,169,4,1,0,0,1
13953,1,1,0,0,59230,49.3,34,2,1,1,1,0
13954,1,1,2,2,33696,48.23,85,2,2,0,0,1
13955,0,0,0,0,28978,47.94,91,1,2,1,1,0
13956,0,1,0,0,54176,51.44,113,1,1,1,1,0
13957,1,2,0,0,85103,60.36,172,2,0,0,1,1
13958,1,1,0,2,57977,52.42,124,1,1,0,0,1
13959,0,2,0,0,57289,51.97,186,1,1,0,1,1
13960,1,1,0,0,106830,53.24,1,0,3,1,1,0
13961,1,0,2,2,35111,47.14,161,1,2,1,0,1
13962,1,3,0,0,129715,61.58,20,0,4,0,1,1
13963,0,1,0,0,60098,50.9,23,1,1,0,1,0
13964,0,1,0,0,35406,48.81,115,2,2,1,1,0
13965,1,1,1,2,78589,58.53,6,0,0,0,0,1
13966,1,2,1,2,60634,61.85,50,1,1,0,0,1
13967,1,2,1,2,85462,51.45,198,0,0,1,0,1
13968,0,0,0,0,28153,47.93,101,4,2,1,1,0
13969,1,2,1,2,52539,49.95,119,1,1,0,0,1
13970,0,1,0,0,60511,50.68,76,1,1,0,1,0
13971,0,1,0,0,54580,57.49,112,4,1,0,1,0
13972,1,2,0,0,108093,51.99,230,1,3,0,0,0
13973,1,1,1,2,104928,52.39,178,4,3,0,0,1
13974,1,1,0,0,52720,48.12,23,1,1,1,1,0
13975,0,2,0,0,56321,53.01,156,0,1,1,1,0
13976,1,2,0,2,81425,50.3,51,1,0,1,0,1
13977,1,1,0,1,55323,55.47,117,1,1,0,0,0
13978,1,1,1,1,51682,47.97,80,0,1,0,1,1
13979,1,0,1,1,57823,52.58,117,0,1,1,1,1
13980,1,2,3,3,138335,51.86,189,4,4,1,0,1
13981,1,1,1,2,54864,58.77,94,1,1,0,0,1
13982,0,0,0,0,128071,56.1,34,0,4,1,1,0
13983,1,1,1,2,57635,53.2,57,1,1,0,0,1
13984,0,1,0,0,111798,55.18,105,0,3,1,1,0
13985,1,2,0,0,104589,52.85,130,0,3,1,1,1
13986,1,1,0,1,104190,53.96,115,0,3,1,1,0
13987,0,1,0,0,55495,48.98,8,2,1,1,1,0
13988,1,0,0,2,81888,49.91,41,1,0,0,0,0
13989,1,3,0,0,103962,52.32,161,4,3,1,1,1
13990,1,2,1,1,54010,50.43,8,0,1,1,0,1
13991,1,1,0,2,55557,50.06,20,2,1,0,0,0
13992,1,0,1,2,35910,46.67,99,2,2,1,0,1
13993,1,1,0,0,111118,55.17,4,0,3,1,1,0
13994,1,1,1,2,32360,49.72,20,3,2,0,0,0
13995,0,1,0,0,78977,50.31,13,4,0,1,1,0
13996,1,0,0,1,28468,47.67,82,1,2,0,1,0
13997,0,3,0,0,77719,52.33,112,1,0,0,1,1
13998,1,0,2,2,33217,45.81,42,1,2,1,0,1
13999,0,0,0,0,78172,50.94,88,2,0,1,1,1
14000,1,0,1,2,81218,54.04,64,4,0,0,0,1
14001,0,2,0,0,62045,56.1,137,1,1,0,1,1
14002,0,1,0,0,76687,53.88,118,2,0,1,1,0
14003,0,1,0,0,51553,54.72,17,3,1,0,1,1
14004,0,1,0,0,52861,49.16,91,2,1,0,0,0
14005,1,1,0,0,81938,50.46,77,0,0,0,1,1
14006,1,2,0,0,134124,52.56,102,4,4,1,0,1
14007,1,1,0,0,54104,60.03,42,2,1,0,1,1
14008,0,3,0,0,87038,53.32,139,1,0,0,1,1
14009,0,1,0,0,54105,48.63,9,1,1,1,1,0
14010,0,1,0,0,35548,48.53,39,1,2,1,1,0
14011,0,3,0,0,103804,51.09,64,0,3,1,1,1
14012,1,2,1,2,112175,51.23,102,0,3,0,0,1
14013,1,1,1,2,34263,47.58,208,2,2,0,0,1
14014,1,1,1,2,82043,54.71,39,0,0,1,0,1
14015,0,0,0,0,78050,56.92,115,0,0,0,1,1
14016,0,2,0,0,78253,49.26,14,1,0,1,0,1
14017,1,1,1,2,31446,47.41,15,1,2,1,0,0
14018,1,0,0,0,82643,51.98,41,4,0,1,1,1
14019,1,2,0,0,109091,53.38,30,4,3,1,1,1
14020,0,1,0,0,52511,51.78,13,4,1,0,1,1
14021,1,2,2,2,77005,52.09,6,1,0,1,0,1
14022,1,1,1,2,57064,50.71,1,0,1,1,0,1
14023,0,0,0,0,111238,54.73,220,1,3,0,1,1
14024,0,1,0,0,60530,49.0,5,2,1,0,1,1
14025,1,2,0,0,131887,56.3,130,0,4,0,1,1
14026,1,0,1,1,32641,49.42,177,0,2,1,0,1
14027,0,2,0,0,80310,49.43,102,1,0,1,0,1
14028,1,3,2,2,133028,61.35,38,0,4,0,0,1
14029,1,2,1,1,87196,54.84,102,0,0,0,0,1
14030,0,0,0,0,79135,50.26,70,1,0,0,1,1
14031,0,1,0,0,35921,49.82,0,3,2,1,1,0
14032,0,2,0,0,86787,50.15,142,1,0,1,1,1
14033,1,1,1,2,80114,51.76,221,1,0,1,0,1
14034,0,1,0,0,56957,48.31,100,2,1,0,1,1
14035,1,2,0,0,133680,54.73,143,4,4,1,1,1
14036,0,1,0,0,33677,45.75,226,1,2,0,1,0
14037,1,1,0,1,34591,48.19,197,0,2,0,1,0
14038,0,2,0,0,138930,53.41,105,0,4,0,1,1
14039,1,3,1,2,104556,64.12,83,0,3,0,0,1
14040,1,2,2,2,52865,56.87,146,0,1,0,0,1
14041,1,1,1,1,56435,51.2,190,0,1,0,1,1
14042,0,0,0,0,85554,54.11,155,0,0,0,1,1
14043,0,1,0,0,59245,51.94,173,4,1,1,1,0
14044,1,3,0,3,84080,49.67,115,4,0,0,0,0
14045,0,0,0,0,59119,49.51,17,3,1,0,1,1
14046,1,1,0,0,53572,51.09,75,4,1,0,1,1
14047,0,1,1,1,26497,52.24,206,1,2,0,0,0
14048,1,1,1,2,32214,47.89,63,2,2,1,0,1
14049,0,2,0,0,52251,47.79,95,2,1,1,1,0
14050,0,1,0,0,61794,48.24,2,4,1,0,1,0
14051,1,0,1,2,80547,50.37,52,4,0,1,0,1
14052,1,3,0,2,133735,52.34,58,0,4,1,0,0
14053,1,3,0,1,106108,53.14,125,1,3,0,0,1
14054,0,2,0,0,83472,51.15,66,1,0,1,1,0
14055,1,0,0,0,102640,55.99,80,4,3,1,1,1
14056,1,0,1,1,80767,50.33,46,1,0,1,1,1
14057,0,1,0,0,27725,46.74,105,2,2,1,1,0
14058,1,1,2,2,33256,54.01,220,3,2,0,0,0
14059,0,1,0,0,87741,50.45,81,0,0,0,0,0
14060,1,1,0,0,56808,50.32,125,3,1,1,1,0
14061,0,1,1,2,25492,49.73,173,0,2,1,0,0
14062,1,2,0,0,136036,55.43,203,0,4,1,1,1
14063,0,1,0,0,83244,54.59,62,0,0,1,1,0
14064,0,0,0,1,33198,45.38,121,0,2,1,0,0
14065,1,2,0,1,81537,49.34,145,0,0,0,0,1
14066,1,3,1,2,108650,55.47,228,4,3,0,0,1
14067,1,1,1,2,79606,54.17,81,0,0,0,0,1
14068,1,1,1,1,30316,53.5,46,1,2,0,0,1
14069,1,1,0,2,133244,59.04,195,0,4,0,0,0
14070,1,1,1,1,83727,61.67,124,1,0,0,0,1
14071,1,1,0,1,77540,50.06,82,0,0,1,0,0
14072,1,1,0,1,57235,50.6,101,1,1,0,0,1
14073,1,1,0,2,102282,51.41,119,1,3,1,0,0
14074,1,1,1,2,54903,48.21,202,0,1,1,0,1
14075,1,1,0,0,78973,57.71,191,1,0,0,1,1
14076,0,1,0,0,86687,50.55,154,0,0,0,0,0
14077,1,2,0,0,86453,55.0,82,2,0,1,1,1
14078,1,0,2,2,30397,52.44,145,3,2,0,0,0
14079,1,1,0,2,130079,52.88,158,4,4,0,0,0
14080,0,1,0,0,52182,49.8,177,1,1,1,1,0
14081,1,3,2,2,111242,52.46,100,0,3,1,0,1
14082,1,3,0,0,127185,53.29,188,4,4,1,1,1
14083,0,2,0,0,82804,51.95,107,1,0,1,1,0
14084,1,2,1,2,59370,52.81,22,1,1,1,0,1
14085,0,1,0,0,78267,51.66,222,2,0,0,1,0
14086,1,0,0,2,77442,54.27,126,2,0,0,0,1
14087,0,1,0,0,55231,48.51,201,0,1,1,0,0
14088,1,3,0,0,108382,50.9,67,4,3,1,0,1
14089,1,0,1,1,81208,52.43,68,4,0,0,0,1
14090,0,0,0,0,34793,46.0,97,2,2,1,0,0
14091,1,0,1,2,36022,48.48,74,3,2,1,0,0
14092,1,2,0,0,82121,56.56,39,2,0,0,1,1
14093,1,2,1,1,84519,56.32,102,0,0,0,0,1
14094,1,2,1,2,86805,53.67,91,1,0,0,0,1
14095,1,2,0,0,107464,51.42,103,4,3,0,0,1
14096,1,1,1,1,59822,49.77,70,1,1,1,0,0
14097,0,1,0,0,59958,50.54,16,3,1,1,1,0
14098,0,1,0,0,35708,48.27,137,3,2,0,1,0
14099,1,2,2,2,107023,61.87,58,1,3,0,0,1
14100,1,2,0,0,109897,51.45,146,0,3,1,0,0
14101,1,2,0,1,52136,57.07,102,0,1,0,0,1
14102,1,1,1,2,57096,48.45,11,2,1,1,0,1
14103,1,2,0,2,52283,48.44,151,3,1,1,0,1
14104,0,0,0,0,34624,50.2,124,1,2,0,1,1
14105,0,2,0,0,82404,54.02,52,1,0,0,1,1
14106,0,0,0,0,36820,46.37,21,2,2,0,1,1
14107,1,0,0,3,55166,49.08,71,2,1,0,0,1
14108,1,1,0,2,28547,52.58,111,1,2,0,0,0
14109,0,1,0,1,36233,47.29,92,0,2,1,0,0
14110,1,1,0,3,59362,48.42,124,4,1,0,0,0
14111,1,3,0,0,107055,56.8,10,4,3,0,1,1
14112,0,1,0,0,28388,46.56,172,1,2,0,1,0
14113,0,0,0,0,51760,47.32,119,2,1,0,0,0
14114,1,3,1,2,76752,57.59,115,2,0,0,0,1
14115,1,3,0,0,110242,57.67,173,0,3,0,1,1
14116,1,2,0,1,136445,55.22,38,4,4,1,1,0
14117,1,3,0,2,135525,57.34,190,0,4,0,0,1
14118,1,2,0,0,127220,55.32,76,0,4,1,1,0
14119,0,2,0,0,60566,56.57,112,0,1,0,1,1
14120,1,2,0,1,60913,51.27,81,1,1,0,0,1
14121,1,2,0,0,112921,57.69,130,1,3,0,1,1
14122,1,1,0,1,85019,55.02,140,1,0,0,0,1
14123,0,1,0,0,36332,49.28,170,4,2,1,1,0
14124,0,1,0,0,85326,50.81,82,4,0,0,1,1
14125,0,1,0,0,34427,46.33,28,1,2,1,1,0
14126,0,1,0,0,36647,55.1,31,0,2,0,1,1
14127,1,0,0,2,59864,48.6,177,2,1,0,0,0
14128,1,2,0,0,135918,56.39,103,4,4,1,1,1
14129,0,0,1,2,26404,46.87,169,0,2,0,0,0
14130,0,1,0,0,30786,48.01,98,1,2,0,1,0
14131,0,0,0,0,86757,50.11,94,2,0,1,1,1
14132,1,1,1,2,61532,53.03,39,1,1,1,0,1
14133,1,2,1,2,138317,56.24,54,0,4,1,0,1
14134,0,2,0,0,82655,51.7,151,4,0,1,1,0
14135,1,2,0,2,55622,48.57,97,2,1,1,0,1
14136,1,1,1,1,30793,52.62,202,1,2,0,0,1
14137,0,0,2,2,28883,51.73,197,0,2,0,0,0
14138,0,1,0,0,86068,53.43,90,2,0,0,1,0
14139,1,1,0,0,112419,55.81,228,4,3,0,1,0
14140,0,0,0,0,107204,54.92,105,0,3,1,1,1
14141,1,2,1,2,59672,52.23,14,0,1,0,0,1
14142,1,2,1,2,55486,59.69,126,1,1,0,0,1
14143,1,1,0,1,58332,52.79,99,4,1,0,0,0
14144,1,3,1,2,108744,55.29,124,0,3,0,0,1
14145,0,0,0,0,30049,49.4,82,1,2,0,1,0
14146,1,2,1,2,57237,56.8,99,2,1,0,0,1
14147,1,0,0,1,86824,50.49,120,4,0,0,0,1
14148,0,2,0,0,76378,51.01,143,2,0,1,1,1
14149,1,1,1,2,61596,52.64,193,2,1,0,0,1
14150,1,1,0,0,60449,55.93,189,1,1,0,1,0
14151,0,0,0,0,29491,49.78,130,2,2,1,1,0
14152,1,0,0,2,30651,46.14,39,2,2,1,0,0
14153,0,0,0,0,104084,55.68,55,0,3,0,1,1
14154,1,0,0,2,26164,45.16,43,3,2,1,0,0
14155,0,1,0,0,82468,52.64,110,0,0,0,1,1
14156,0,1,0,0,53716,50.54,128,4,1,1,1,0
14157,0,1,0,0,35601,49.39,100,4,2,0,1,0
14158,1,2,0,0,109971,54.58,8,0,3,1,1,1
14159,1,0,1,2,78361,53.76,139,0,0,0,0,1
14160,0,1,1,1,60205,51.93,135,0,1,0,0,1
14161,0,0,0,0,26249,46.04,1,1,2,0,1,0
14162,1,1,0,0,30482,47.76,164,3,2,0,1,0
14163,1,3,0,0,138028,56.55,124,0,4,1,1,1
14164,0,2,0,0,55996,48.78,180,2,1,1,0,0
14165,1,1,1,2,57522,53.52,13,1,1,0,0,1
14166,0,2,0,0,78643,49.81,65,1,0,1,0,1
14167,1,2,2,2,80507,50.03,68,0,0,1,0,1
14168,1,1,1,1,105375,50.92,34,0,3,1,0,1
14169,1,1,1,1,85900,53.9,170,0,0,1,0,1
14170,0,2,0,0,51360,56.77,31,2,1,0,1,1
14171,0,2,0,0,103839,50.45,188,4,3,1,1,1
14172,1,1,0,2,36981,46.94,80,0,2,0,0,1
14173,1,1,0,0,52812,49.33,25,2,1,0,1,0
14174,1,2,0,0,133364,55.37,65,4,4,1,1,0
14175,1,2,0,0,108892,50.79,158,4,3,1,0,1
14176,1,1,1,2,62053,51.03,48,2,1,0,0,1
14177,0,0,0,0,52180,47.77,79,0,1,1,0,0
14178,0,1,0,0,35890,51.23,81,0,2,1,1,0
14179,1,2,0,2,55123,54.78,40,2,1,0,0,0
14180,1,3,0,1,107454,51.46,17,0,3,1,0,0
14181,0,2,0,0,108110,52.12,25,1,3,0,1,1
14182,0,1,0,0,81661,51.25,125,1,0,1,1,0
14183,0,0,0,0,77770,50.22,106,1,0,0,0,1
14184,1,3,1,2,76715,51.66,82,1,0,1,0,1
14185,0,0,0,0,57387,50.41,129,4,1,1,1,0
14186,1,2,1,2,55191,56.25,82,2,1,0,0,1
14187,1,2,0,0,104505,51.85,217,1,3,1,1,0
14188,1,3,2,3,109148,52.33,125,0,3,1,0,1
14189,1,1,3,3,55460,52.93,82,0,1,0,0,1
14190,0,0,0,0,85448,61.93,54,0,0,0,1,1
14191,1,1,0,0,61890,50.98,80,1,1,1,1,0
14192,0,1,0,0,36613,47.38,43,2,2,1,0,0
14193,1,3,1,2,104389,53.69,199,0,3,0,0,1
14194,1,3,0,0,104203,51.53,131,4,3,1,0,0
14195,1,2,0,1,58658,52.71,135,1,1,0,0,0
14196,0,0,0,0,60836,53.53,13,2,1,1,1,1
14197,1,0,1,2,79251,53.71,102,2,0,0,0,1
14198,0,1,0,0,26123,48.13,39,1,2,0,1,0
14199,1,1,0,2,36249,46.82,113,2,2,1,0,0
14200,0,2,0,0,77551,59.45,51,0,0,0,1,1
14201,0,2,0,0,52504,48.31,118,0,1,1,0,1
14202,1,0,1,2,104441,55.74,75,0,3,0,0,1
14203,0,0,0,0,51833,48.56,59,2,1,1,0,1
14204,0,1,0,0,56824,56.07,150,2,1,0,1,0
14205,1,1,0,1,78990,53.08,39,2,0,0,1,0
14206,0,3,0,0,105260,54.29,17,1,3,0,1,1
14207,1,2,1,2,80359,51.98,94,0,0,0,0,1
14208,0,0,0,0,35326,46.36,203,0,2,0,1,1
14209,1,2,0,1,82596,49.55,61,4,0,1,0,1
14210,0,1,0,0,29937,54.03,54,0,2,0,1,0
14211,1,1,0,0,134485,55.64,197,4,4,0,1,1
14212,0,1,0,0,60050,49.54,105,2,1,1,1,0
14213,0,0,0,1,55145,48.98,18,0,1,1,0,1
14214,1,0,1,2,62293,61.5,120,2,1,0,0,1
14215,1,2,2,2,85893,53.98,262,1,0,1,0,1
14216,1,2,2,3,79978,53.1,149,4,0,1,0,1
14217,0,1,0,0,82414,54.44,196,4,0,1,1,0
14218,0,2,0,0,83740,54.56,78,1,0,1,1,0
14219,0,1,1,1,25912,47.49,82,3,2,1,0,0
14220,1,1,0,0,60253,50.22,62,3,1,1,1,0
14221,1,2,0,0,55716,53.32,126,3,1,0,1,1
14222,0,0,0,0,35588,48.5,0,2,2,0,1,1
14223,1,1,0,2,56586,56.0,117,3,1,0,0,0
14224,0,0,2,2,27966,54.24,195,0,2,0,0,0
14225,0,2,0,0,54920,47.99,93,1,1,0,0,0
14226,1,1,0,2,61223,49.41,13,3,1,1,0,0
14227,0,0,0,1,56624,48.43,13,0,1,0,0,0
14228,1,2,0,1,84153,49.97,80,0,0,1,0,1
14229,1,0,0,1,77676,51.99,187,1,0,0,0,0
14230,1,1,0,0,54145,59.33,13,2,1,0,1,1
14231,1,2,0,0,112873,51.89,7,4,3,0,1,1
14232,1,2,0,0,60568,51.3,73,2,1,0,1,0
14233,1,0,0,2,81606,50.37,140,1,0,1,0,1
14234,1,1,0,2,34601,46.06,98,0,2,1,0,0
14235,1,2,0,2,109510,50.93,27,1,3,1,0,1
14236,0,0,0,0,29394,47.24,16,3,2,0,1,0
14237,1,1,1,1,55237,49.21,73,0,1,1,0,1
14238,0,2,0,0,55277,49.0,61,2,1,0,0,0
14239,1,3,1,2,104724,53.15,69,1,3,1,0,1
14240,1,3,0,2,109691,57.77,190,0,3,0,0,1
14241,1,1,1,2,54052,48.28,52,0,1,0,0,0
14242,1,2,2,2,107639,51.47,30,0,3,0,0,1
14243,0,1,1,1,55567,50.92,51,4,1,1,0,1
14244,0,3,0,0,106584,52.9,77,1,3,1,1,1
14245,0,1,0,0,26816,53.69,70,3,2,0,1,0
14246,1,2,0,2,85124,50.37,5,1,0,0,0,0
14247,0,1,0,0,32996,50.43,59,1,2,1,1,0
14248,1,1,0,0,29463,52.01,116,3,2,0,1,0
14249,0,1,1,1,62043,51.02,13,4,1,0,0,1
14250,1,0,1,1,31915,53.4,99,1,2,0,0,1
14251,0,1,0,0,60998,55.94,212,3,1,0,1,1
14252,1,1,0,2,28569,48.6,138,1,2,0,0,0
14253,1,3,0,2,83266,51.16,18,2,0,0,0,0
14254,0,0,0,0,31650,45.87,124,3,2,1,1,0
14255,0,1,0,1,27540,47.88,168,0,2,0,0,0
14256,1,0,0,0,80198,50.63,52,1,0,1,1,1
14257,1,1,1,1,103758,60.53,128,0,3,0,0,1
14258,0,0,0,0,30516,48.7,144,2,2,1,1,1
14259,1,1,1,2,30478,49.33,14,1,2,0,0,1
14260,1,2,2,2,107449,63.98,205,0,3,0,0,1
14261,0,1,1,1,55198,50.56,82,3,1,1,0,1
14262,0,1,0,0,79231,49.9,53,0,0,0,0,0
14263,1,1,2,2,30173,49.47,15,4,2,0,0,1
14264,0,0,0,0,35249,49.73,174,2,2,1,1,0
14265,0,2,0,0,83579,50.45,81,0,0,0,1,1
14266,0,0,0,0,34604,46.65,19,2,2,1,1,1
14267,1,0,2,2,59951,51.84,36,0,1,1,0,1
14268,0,0,0,0,34124,55.1,138,3,2,0,1,0
14269,0,2,0,0,83919,53.52,71,1,0,1,1,0
14270,1,1,1,1,36294,49.3,95,1,2,1,0,1
14271,1,1,2,2,27124,54.13,165,2,2,0,0,0
14272,1,1,0,1,110380,51.28,19,0,3,0,0,0
14273,1,1,0,1,78559,53.06,183,2,0,0,1,0
14274,0,0,0,0,27267,48.13,220,3,2,1,1,0
14275,1,1,0,0,83652,52.85,174,1,0,1,1,0
14276,1,1,0,0,62065,58.72,128,1,1,0,1,0
14277,0,2,0,0,76309,49.11,120,0,0,1,1,1
14278,1,3,1,2,78558,52.08,159,1,0,1,0,1
14279,1,1,2,2,79709,54.09,12,1,0,1,0,1
14280,1,3,0,0,77196,49.59,145,1,0,1,1,1
14281,1,1,0,0,34036,56.6,105,3,2,0,1,0
14282,1,0,2,2,82088,50.61,140,4,0,0,0,1
14283,1,1,1,2,56038,53.15,34,2,1,0,0,1
14284,1,3,0,0,103977,54.36,20,4,3,0,1,1
14285,0,3,0,0,104805,54.39,151,4,3,1,1,0
14286,1,2,0,2,81714,49.19,6,0,0,1,0,0
14287,1,1,1,2,51802,51.51,101,1,1,0,0,1
14288,1,2,0,2,108502,51.21,65,4,3,0,0,0
14289,0,1,0,0,54905,47.9,167,1,1,1,1,0
